,venue,latitude,longitude,category,center_lat,center_long
8,"R Pizza House, Inc.",42.55227308786775,-73.80791764126275,Pizza,42.53068588981225,-73.80978125665067
9,Stewarts Shops,42.51505194085831,-73.78832839801314,Convenience Store,42.53068588981225,-73.80978125665067
0,South Bethlehem,42.53367538690088,-73.84397679200784,Pool,42.53099798540627,-73.84021596917596
1,Ultimate Cabinetry and Millwork,42.536415100097656,-73.8419418334961,Construction,42.53099798540627,-73.84021596917596
2,Majestic Tree Farm,42.52845516204426,-73.82186979906925,Farm,42.53099798540627,-73.84021596917596
3,Robert H. Finke & Sons Inc,42.5267384,-73.8114082,Construction,42.53099798540627,-73.84021596917596
4,Flach Crane & Rigging Inc.,42.5304472,-73.8102341,Rental Service,42.53099798540627,-73.84021596917596
0,None,42.53159793303837,-73.90108681421955,None,42.53159793303837,-73.90108681421955
0,Magical Forest Farms,42.528095,-73.93752,Campground,42.53188578438692,-73.93152292170075
1,Winifred Matthews Holt Preseve,42.53942,-73.939492,Trail,42.53188578438692,-73.93152292170075
2,Lawson lake,42.5348344467625,-73.95191434021758,Lake,42.53188578438692,-73.93152292170075
0,None,42.53243724049492,-73.99239644398031,None,42.53243724049492,-73.99239644398031
0,None,42.53270084462052,-74.02283383373461,None,42.53270084462052,-74.02283383373461
0,United States Postal Service,42.514774547485615,-74.04466845095158,Post Office,42.53295636572011,-74.05327162586741
1,LibertyX Bitcoin ATM,42.55225599496878,-74.04858339386577,ATM,42.53295636572011,-74.05327162586741
0,onderdonk lake,42.54484232567198,-74.09133012939543,Lake,42.5332038035,-74.08370980785398
1,River Valley Radio,42.522189,-74.094017,Radio Station,42.5332038035,-74.08370980785398
2,Kropp road club house,42.520186,-74.09547,Brewery,42.5332038035,-74.08370980785398
0,United States Postal Service,42.53907,-74.12075,Post Office,42.53344315767574,-74.1141483671686
1,River Valley Radio,42.522189,-74.094017,Radio Station,42.53344315767574,-74.1141483671686
2,Kropp road club house,42.520186,-74.09547,Brewery,42.53344315767574,-74.1141483671686
3,onderdonk lake,42.54484232567198,-74.09133012939543,Lake,42.53344315767574,-74.1141483671686
0,Stonecrop House - Carey Conference Center,42.5232020756624,-74.14642662482547,B & B,42.533674427972215,-74.14458729128457
1,Helderberg Brewery,42.5217373001752,-74.14204897616577,Brewery,42.533674427972215,-74.14458729128457
2,United States Postal Service,42.53907,-74.12075,Post Office,42.533674427972215,-74.14458729128457
3,The Huyck Preserve,42.515281677246094,-74.13996887207031,Preserve,42.533674427972215,-74.14458729128457
4,Kuhar Family Farm,42.51398086547852,-74.13964080810547,American,42.533674427972215,-74.14458729128457
0,None,42.53389761412359,-74.17502656767421,None,42.53389761412359,-74.17502656767421
0,None,42.534112715873256,-74.20546618380898,None,42.534112715873256,-74.20546618380898
0,None,42.53431973297398,-74.2359061271594,None,42.53431973297398,-74.2359061271594
0,None,42.53451866518776,-74.26634638519518,None,42.53451866518776,-74.26634638519518
0,Tri-County Tree Service,42.5511,-74.3164,Moving Target,42.53489227404903,-74.3272277951975
0,None,42.535066950266994,-74.35766892209945,None,42.535066950266994,-74.35766892209945
0,Krispy Cones Soft Serve Ice Cream,42.499488,-73.23755,Ice Cream,42.503965878068094,-73.24738542015254
1,Dollar General,42.501251,-73.23653399999999,Discount Store,42.503965878068094,-73.24738542015254
2,Proprietor’s Lodge,42.488516,-73.254844,New American,42.503965878068094,-73.24738542015254
3,Dunkin',42.49380277082916,-73.23957553099439,Donuts,42.503965878068094,-73.24738542015254
4,Bob's Country Kitchen,42.516133765370775,-73.22805881830287,American,42.503965878068094,-73.24738542015254
5,Subway,42.513112,-73.229299,Sandwiches,42.503965878068094,-73.24738542015254
6,Matt Reilly's Pub,42.49451178580077,-73.23871959530393,Pub,42.503965878068094,-73.24738542015254
7,Donut Man,42.49378836554147,-73.23956459641768,Donuts,42.503965878068094,-73.24738542015254
8,Biggins Diggins,42.500828,-73.237309,Restaurant,42.503965878068094,-73.24738542015254
9,Baker's Golf Center,42.497029,-73.238223,Golf Course,42.503965878068094,-73.24738542015254
10,U-Drive Rent-A-BoatBoat Rental Service,42.49363327026367,-73.23992156982422,Harbor / Marina,42.503965878068094,-73.24738542015254
11,Pontoosuc Package Store,42.494527000000005,-73.237669,Liquor Store,42.503965878068094,-73.24738542015254
12,Lanesborough Pizza,42.49434349458392,-73.2378185244081,Pizza,42.503965878068094,-73.24738542015254
13,Sanitary Septic & Sewer Cleaning Service Inc,42.516646,-73.2569954,Construction,42.503965878068094,-73.24738542015254
14,pontoosuc park,42.48467044640214,-73.24731945991516,Park,42.503965878068094,-73.24738542015254
15,Lanesborough Market,42.51833534654504,-73.22812439546621,Deli / Bodega,42.503965878068094,-73.24738542015254
0,Sayers' Auto Wrecking,42.5056482,-73.2818014,Business Services,42.50442708603362,-73.27779959997643
1,Balance Rock,42.50873476280279,-73.27265745329463,Scenic Lookout,42.50442708603362,-73.27779959997643
2,Mickle Electric Inc,42.5108869,-73.261051,Construction,42.50442708603362,-73.27779959997643
3,Pontoosic Lake Country Club,42.49106460175666,-73.25840922828361,Golf Course,42.50442708603362,-73.27779959997643
4,Sanitary Septic & Sewer Cleaning Service Inc,42.516646,-73.2569954,Construction,42.50442708603362,-73.27779959997643
5,Pittsfield State Forest,42.49191034814206,-73.29990736103314,Trail,42.50442708603362,-73.27779959997643
6,Pittsfield State Park,42.49269974919466,-73.30211853285871,Campground,42.50442708603362,-73.27779959997643
0,Berry Pond,42.506141154186594,-73.31988771478754,Lake,42.504880226535626,-73.30821448780439
1,Pittsfield State Forest N.Y. Overlook,42.50814696926248,-73.31974377062082,Scenic Lookout,42.504880226535626,-73.30821448780439
2,Pittsfield State Park,42.49269974919466,-73.30211853285871,Campground,42.504880226535626,-73.30821448780439
3,Pittsfield State Forest,42.49191034814206,-73.29990736103314,Trail,42.504880226535626,-73.30821448780439
4,"Lulu Group Site, Pittsfield State Park",42.49019077964508,-73.29679210467785,Campground,42.504880226535626,-73.30821448780439
5,Potter Mt Rd. B-rock,42.50829612455932,-73.28476254039336,Trail,42.504880226535626,-73.30821448780439
0,Berry Pond,42.506141154186594,-73.31988771478754,Lake,42.505325299053936,-73.33863007116113
1,Pittsfield State Forest N.Y. Overlook,42.50814696926248,-73.31974377062082,Scenic Lookout,42.505325299053936,-73.33863007116113
2,Dead Ahead Smoke Shop,42.508209416666666,-73.31974288333333,Smoke Shop,42.505325299053936,-73.33863007116113
0,None,42.50619123810484,-73.39946327455107,None,42.50619123810484,-73.39946327455107
0,None,42.50661210364326,-73.42988086962487,None,42.50661210364326,-73.42988086962487
0,Robert Ingalls Nature Preserve,42.51954,-73.47959,Preserve,42.50702489920962,-73.46029911030874
1,The Wheelhouse,42.49260330200195,-73.48159790039062,Food Court,42.50702489920962,-73.46029911030874
0,Lebanon Valley Speedway,42.49082025478901,-73.48834617223191,Racetrack,42.50742962432992,-73.49071798411877
1,Lebanon Valley Dragway,42.49112105574996,-73.48487117464938,Racetrack,42.50742962432992,-73.49071798411877
2,Robert Ingalls Nature Preserve,42.51954,-73.47959,Preserve,42.50742962432992,-73.49071798411877
3,Country store,42.4944657346173,-73.50490915867485,American,42.50742962432992,-73.49071798411877
4,Lebanon Valley Clubhouse,42.49052054733371,-73.48654539418406,Bar,42.50742962432992,-73.49071798411877
5,Lebanon Valley Go-Kart Speedway,42.49057146346554,-73.48484816123018,Go Kart,42.50742962432992,-73.49071798411877
0,Lake Tasawasa,42.51847680158894,-73.52530763061085,Lake,42.50782627853944,-73.52113747856934
1,Burden Lake Country Club,42.496501,-73.523805,Golf Course,42.50782627853944,-73.52113747856934
2,Country store,42.4944657346173,-73.50490915867485,American,42.50782627853944,-73.52113747856934
0,Ken's Window Cleaning,42.50624,-73.55939099999999,Home Services,42.50821486138271,-73.55155758117326
1,Dingman's Family Campground,42.4913526,-73.55269067,Campground,42.50821486138271,-73.55155758117326
2,Lake Tasawasa,42.51847680158894,-73.52530763061085,Lake,42.50821486138271,-73.55155758117326
0,Cumberland Farms,42.51579371596819,-73.61051604151726,Convenience Store,42.508595372413495,-73.58197827944174
1,Albany Xtreme Sports Park,42.50959698980637,-73.5961058476606,Athletics & Sports,42.508595372413495,-73.58197827944174
2,Ken's Window Cleaning,42.50624,-73.55939099999999,Home Services,42.508595372413495,-73.58197827944174
3,S&S Farm Brewery,42.490469,-73.572633,Farm,42.508595372413495,-73.58197827944174
4,Village Pizza & Deli,42.515757,-73.610094,Pizza,42.508595372413495,-73.58197827944174
0,Cumberland Farms,42.51579371596819,-73.61051604151726,Convenience Store,42.50896781119483,-73.61239956088447
1,Family Dollar,42.518463134765625,-73.61979675292969,Discount Store,42.50896781119483,-73.61239956088447
2,Stewart's Shops,42.51823201,-73.61833733,Convenience Store,42.50896781119483,-73.61239956088447
3,Smiles Soft Serve Ice Cream & Deli,42.51815198599219,-73.62101463751488,Deli / Bodega,42.50896781119483,-73.61239956088447
4,Inside Out Contracting & Property Mgt,42.52163260818935,-73.60624194145203,Home Services,42.50896781119483,-73.61239956088447
0,Family Dollar,42.518463134765625,-73.61979675292969,Discount Store,42.509332177298994,-73.64282141300957
1,Stewart's Shops,42.51823201,-73.61833733,Convenience Store,42.509332177298994,-73.64282141300957
2,Smiles Soft Serve Ice Cream & Deli,42.51815198599219,-73.62101463751488,Deli / Bodega,42.509332177298994,-73.64282141300957
0,Cumberland Farms,42.514390995779365,-73.67957890033722,Convenience Store,42.50968847030752,-73.67324382332374
1,Subway,42.49801602019766,-73.67454089745922,Sandwiches,42.50968847030752,-73.67324382332374
2,"Catseye Pest Control - Albany, NY",42.51402456,-73.67446748,Moving Target,42.50968847030752,-73.67324382332374
3,Zia's Pizza,42.5144132,-73.67966104999999,Pizza,42.50968847030752,-73.67324382332374
4,i Love NY Sign,42.49100824059485,-73.68334812688549,Historic Site,42.50968847030752,-73.67324382332374
5,Pilot Travel Centers,42.497613,-73.674693,Gas Station,42.50968847030752,-73.67324382332374
6,Rest Area,42.507625864579445,-73.68821650097,Rest Areas,42.50968847030752,-73.67324382332374
7,Bud's Florist,42.52720028234636,-73.68070984479262,Flower Shop,42.50968847030752,-73.67324382332374
8,Daloia's,42.522926330566406,-73.6507797241211,Food,42.50968847030752,-73.67324382332374
0,Cumberland Farms,42.514390995779365,-73.67957890033722,Convenience Store,42.510036689811216,-73.70366677933222
1,Rest Area,42.507625864579445,-73.68821650097,Rest Areas,42.510036689811216,-73.70366677933222
2,Zia's Pizza,42.5144132,-73.67966104999999,Pizza,42.510036689811216,-73.70366677933222
3,"Catseye Pest Control - Albany, NY",42.51402456,-73.67446748,Moving Target,42.510036689811216,-73.70366677933222
4,Mirabito Energy Products,42.51487588530767,-73.6744304576721,Home Services,42.510036689811216,-73.70366677933222
0,Chuck Russo Heating & Air Conditioning,42.503538,-73.737545,Construction,42.51037683541013,-73.7340902685388
1,Buttermilk Falls,42.51738385161366,-73.72020576802491,River,42.51037683541013,-73.7340902685388
2,Spectrum,42.52706909179688,-73.74951171875,Business Services,42.51037683541013,-73.7340902685388
3,JIFF-E-MART II,42.53193699903636,-73.73631865501847,Gas Station,42.51037683541013,-73.7340902685388
4,Castleton Village Garage Sale,42.53206798333333,-73.73631386666666,Thrift / Vintage,42.51037683541013,-73.7340902685388
0,Schodack Island State Park,42.49948562681823,-73.77543651896023,State / Provincial Park,42.51070890671357,-73.76451427844589
1,Hudson River,42.50985891298433,-73.77481028795272,River,42.51070890671357,-73.76451427844589
2,Stewarts Shops,42.51505194085831,-73.78832839801314,Convenience Store,42.51070890671357,-73.76451427844589
3,Spectrum,42.52706909179688,-73.74951171875,Business Services,42.51070890671357,-73.76451427844589
4,Chuck Russo Heating & Air Conditioning,42.503538,-73.737545,Construction,42.51070890671357,-73.76451427844589
0,Schodack Island State Park,42.49948562681823,-73.77543651896023,State / Provincial Park,42.51103290334011,-73.79493879655458
1,Dunkin',42.53126275668259,-73.78462292982768,Donuts,42.51103290334011,-73.79493879655458
2,Stewarts Shops,42.51505194085831,-73.78832839801314,Convenience Store,42.51103290334011,-73.79493879655458
3,Hudson River,42.50985891298433,-73.77481028795272,River,42.51103290334011,-73.79493879655458
4,Bianca's Pizza,42.5238151550293,-73.8105239868164,Pizza,42.51103290334011,-73.79493879655458
5,Appliance Technician Services Inc,42.527237,-73.78661,Other Repair,42.51103290334011,-73.79493879655458
6,Mid Way Cafe,42.50497510074036,-73.82075953600075,American,42.51103290334011,-73.79493879655458
7,Csx Selkirk Material Yard,42.532303,-73.798456,Light Rail,42.51103290334011,-73.79493879655458
8,Flach Crane & Rigging Inc.,42.5304472,-73.8102341,Rental Service,42.51103290334011,-73.79493879655458
0,Mid Way Cafe,42.50497510074036,-73.82075953600075,American,42.51134882491762,-73.82536381036462
1,Appliance Technician Services Inc,42.495408,-73.820801,Other Repair,42.51134882491762,-73.82536381036462
2,Bianca's Pizza,42.5238151550293,-73.8105239868164,Pizza,42.51134882491762,-73.82536381036462
3,Flach Crane & Rigging Inc.,42.5304472,-73.8102341,Rental Service,42.51134882491762,-73.82536381036462
0,None,42.51165667108318,-73.85578930737447,None,42.51165667108318,-73.85578930737447
0,None,42.51195644148317,-73.88621527508134,None,42.51195644148317,-73.88621527508134
0,Frese's Catering Service,42.4951286315918,-73.9091796875,Food,42.51224813577323,-73.91664170098122
1,Magical Forest Farms,42.528095,-73.93752,Campground,42.51224813577323,-73.91664170098122
2,Albany NY Roofing Pros,42.4909523119287,-73.90720188617706,Home Services,42.51224813577323,-73.91664170098122
0,Alcove Reservoir,42.5027,-73.95849,Reservoir,42.512531753618255,-73.9470685725689
1,Magical Forest Farms,42.528095,-73.93752,Campground,42.512531753618255,-73.9470685725689
0,Silver Creek Deli & Pizza,42.49704754680066,-73.98192110242921,Food Truck,42.51280729469244,-73.97749587733801
1,Alcove Reservoir,42.5027,-73.95849,Reservoir,42.51280729469244,-73.97749587733801
2,Agway,42.49753952026367,-73.9902114868164,Outdoor Supplies,42.51280729469244,-73.97749587733801
3,Town Line Motorsport,42.49415629509146,-73.99120330810545,Motorcycle Shop,42.51280729469244,-73.97749587733801
0,Agway,42.49753952026367,-73.9902114868164,Outdoor Supplies,42.51307475867922,-74.00792360278109
0,Westerlo Town Park,42.51057709842412,-74.0427017211914,Park,42.5133341452713,-74.03835173638953
1,Albany Exteriors,42.51548767089844,-74.04662322998047,Home Services,42.5133341452713,-74.03835173638953
2,peony place,42.494528,-74.035798,Beach,42.5133341452713,-74.03835173638953
0,Albany Exteriors,42.51548767089844,-74.04662322998047,Home Services,42.5135854541707,-74.0687802656537
1,United States Postal Service,42.514774547485615,-74.04466845095158,Post Office,42.5135854541707,-74.0687802656537
2,Westerlo Town Park,42.51057709842412,-74.0427017211914,Park,42.5135854541707,-74.0687802656537
3,River Valley Radio,42.522189,-74.094017,Radio Station,42.5135854541707,-74.0687802656537
0,Kropp road club house,42.520186,-74.09547,Brewery,42.51382868508866,-74.09920917806292
1,River Valley Radio,42.522189,-74.094017,Radio Station,42.51382868508866,-74.09920917806292
0,Stonecrop House - Carey Conference Center,42.5232020756624,-74.14642662482547,B & B,42.51429091187171,-74.16006810226891
1,The Huyck Preserve,42.515281677246094,-74.13996887207031,Preserve,42.51429091187171,-74.16006810226891
2,United States Postal Service,42.514019699668815,-74.13964936140474,Post Office,42.51429091187171,-74.16006810226891
3,Kuhar Family Farm,42.51398086547852,-74.13964080810547,American,42.51429091187171,-74.16006810226891
4,Helderberg Brewery,42.5217373001752,-74.14204897616577,Brewery,42.51429091187171,-74.16006810226891
0,None,42.514509907205706,-74.19049808903951,None,42.514509907205706,-74.19049808903951
0,None,42.51472082349609,-74.22092840890284,None,42.51472082349609,-74.22092840890284
0,None,42.51492366050048,-74.25135904934359,None,42.51492366050048,-74.25135904934359
0,None,42.51511841798581,-74.2817899978456,None,42.51511841798581,-74.2817899978456
0,None,42.5153050957283,-74.31222124189193,None,42.5153050957283,-74.31222124189193
0,None,42.51548369351343,-74.34265276896484,None,42.51548369351343,-74.34265276896484
0,None,42.51565421113595,-74.37308456654588,None,42.51565421113595,-74.37308456654588
0,Pittsfield State Forest,42.49191034814206,-73.29990736103314,Trail,42.485165012948336,-73.29353706086474
1,Camp Winadu,42.47940539208516,-73.28314765528974,Campground,42.485165012948336,-73.29353706086474
2,Pittsfield State Park,42.49269974919466,-73.30211853285871,Campground,42.485165012948336,-73.29353706086474
3,Onota Boat Livery,42.477851,-73.269577,Harbor / Marina,42.485165012948336,-73.29353706086474
4,Burbank Park,42.47003098942521,-73.27532385434705,Park,42.485165012948336,-73.29353706086474
5,Sayers' Auto Wrecking,42.5056482,-73.2818014,Business Services,42.485165012948336,-73.29353706086474
0,Pittsfield State Park,42.49269974919466,-73.30211853285871,Campground,42.48561381496109,-73.3239428634791
1,Pittsfield State Forest,42.49191034814206,-73.29990736103314,Trail,42.48561381496109,-73.3239428634791
2,"Lulu Group Site, Pittsfield State Park",42.49019077964508,-73.29679210467785,Campground,42.48561381496109,-73.3239428634791
3,Berry Pond,42.506141154186594,-73.31988771478754,Lake,42.48561381496109,-73.3239428634791
0,Shatford Park,42.47855411990237,-73.37674140930176,Baseball Field,42.48605455420078,-73.35434935458355
1,Dogs Playground,42.47434110644159,-73.37947244137557,Playground,42.48605455420078,-73.35434935458355
0,Blueberry Hill Market Cafe,42.46674643802984,-73.39162354550662,Café,42.486487230161615,-73.38475652171455
1,Mario's Restaurant,42.46985177724016,-73.3881874098559,Italian,42.486487230161615,-73.38475652171455
2,M&M'S Tap and Tavern,42.46738,-73.39031,Restaurant,42.486487230161615,-73.38475652171455
3,Jimmy D's,42.46598686131865,-73.39252632625649,Greek,42.486487230161615,-73.38475652171455
4,Family Dollar,42.467678,-73.390794,Discount Store,42.486487230161615,-73.38475652171455
5,Stewart's Shops,42.46848197,-73.3891678,Convenience Store,42.486487230161615,-73.38475652171455
6,Bucky's Bagels,42.46788069016679,-73.39101830182432,Bagels,42.486487230161615,-73.38475652171455
7,China City Takeout,42.4672219068466,-73.38995933532715,Asian,42.486487230161615,-73.38475652171455
8,Hitchin' Post,42.466371116714505,-73.39363932609558,American,42.486487230161615,-73.38475652171455
9,The K Shack,42.4659,-73.394473,Vegetarian / Vegan,42.486487230161615,-73.38475652171455
0,Smitty's Pizza,42.46888732910156,-73.4231185913086,Pizza,42.4869118423471,-73.41516435240689
0,CDS Document Shredding,42.4834162,-73.4737638,Office Supplies,42.4873283902699,-73.44557283419363
0,Lebanon Valley Speedway,42.49082025478901,-73.48834617223191,Racetrack,42.48773687345199,-73.4759819546061
1,Lebanon Valley Dragway,42.49112105574996,-73.48487117464938,Racetrack,42.48773687345199,-73.4759819546061
2,CDS Document Shredding,42.4834162,-73.4737638,Office Supplies,42.48773687345199,-73.4759819546061
3,J. Davis Flooring,42.46671235,-73.46722714,Furniture / Home,42.48773687345199,-73.4759819546061
0,Lebanon Valley Speedway,42.49082025478901,-73.48834617223191,Racetrack,42.48813729142454,-73.50639170117402
1,Lebanon Valley Dragway,42.49112105574996,-73.48487117464938,Racetrack,42.48813729142454,-73.50639170117402
2,Country store,42.4944657346173,-73.50490915867485,American,42.48813729142454,-73.50639170117402
3,Lebanon Valley Clubhouse,42.49052054733371,-73.48654539418406,Bar,42.48813729142454,-73.50639170117402
4,Burden Lake Country Club,42.496501,-73.523805,Golf Course,42.48813729142454,-73.50639170117402
5,Lebanon Valley Go-Kart Speedway,42.49057146346554,-73.48484816123018,Go Kart,42.48813729142454,-73.50639170117402
6,A Lake In The Woods,42.471739,-73.49909,Lake,42.48813729142454,-73.50639170117402
7,Hand Hollow Public Conservation Area,42.47184222489462,-73.49858097403875,Trail,42.48813729142454,-73.50639170117402
0,Honey Sucle Rock,42.484801,-73.563429,River,42.48852964372794,-73.53680206142548
1,Hoopty Ass Tree Stand,42.4793585499697,-73.5610778259353,Scenic Lookout,42.48852964372794,-73.53680206142548
2,Nana’s/Springervale Farm,42.46637725830078,-73.53460693359375,Farm,42.48852964372794,-73.53680206142548
0,S&S Farm Brewery,42.490469,-73.572633,Farm,42.488913929911874,-73.56721302288693
1,Honey Sucle Rock,42.484801,-73.563429,River,42.488913929911874,-73.56721302288693
2,Dingman's Family Campground,42.4913526,-73.55269067,Campground,42.488913929911874,-73.56721302288693
3,Ken's Window Cleaning,42.50624,-73.55939099999999,Home Services,42.488913929911874,-73.56721302288693
4,Landmark Tree and Landscaping,42.50294494628906,-73.54338836669922,Construction,42.488913929911874,-73.56721302288693
0,S&S Farm Brewery,42.490469,-73.572633,Farm,42.48929014953524,-73.59762457308334
1,Taconic,42.47546197215697,-73.61745560164059,Travel,42.48929014953524,-73.59762457308334
0,Subway,42.49801602019766,-73.67454089745922,Sandwiches,42.49001838738208,-73.65844938977305
1,i Love NY Sign,42.49100824059485,-73.68334812688549,Historic Site,42.49001838738208,-73.65844938977305
2,I-90 Toll Booth,42.48619923870889,-73.67292125272643,Toll Booth,42.49001838738208,-73.65844938977305
3,Exit B1 - Albany / Hudson / Rensselaer / I-90 / US Rt 9,42.48401073326174,-73.67188083523433,Road,42.49001838738208,-73.65844938977305
4,Pilot Travel Centers,42.497613,-73.674693,Gas Station,42.49001838738208,-73.65844938977305
5,ClubLife SportsZone,42.48340301389853,-73.68307797756765,Recreation Center,42.49001838738208,-73.65844938977305
6,Upstate Total Basement Finishing,42.50380285318761,-73.6387550085783,Construction,42.49001838738208,-73.65844938977305
0,Subway,42.49801602019766,-73.67454089745922,Sandwiches,42.49037040476957,-73.68886263130871
1,i Love NY Sign,42.49100824059485,-73.68334812688549,Historic Site,42.49037040476957,-73.68886263130871
2,ClubLife SportsZone,42.48340301389853,-73.68307797756765,Recreation Center,42.49037040476957,-73.68886263130871
3,Pilot Travel Centers,42.497613,-73.674693,Gas Station,42.49037040476957,-73.68886263130871
4,I-90 Toll Booth,42.48619923870889,-73.67292125272643,Toll Booth,42.49037040476957,-73.68886263130871
5,Exit B1 - Albany / Hudson / Rensselaer / I-90 / US Rt 9,42.48401073326174,-73.67188083523433,Road,42.49037040476957,-73.68886263130871
6,Rest Area,42.507625864579445,-73.68821650097,Rest Areas,42.49037040476957,-73.68886263130871
0,Schodack Island State Park,42.49948562681823,-73.77543651896023,State / Provincial Park,42.49105023445212,-73.74969071835673
1,kt's Barnside Eatery,42.49807966021586,-73.759705461826,Pizza,42.49105023445212,-73.74969071835673
2,Chuck Russo Heating & Air Conditioning,42.503538,-73.737545,Construction,42.49105023445212,-73.74969071835673
0,Yanni's Too,42.47439877591863,-73.78983604045717,Seafood,42.4913780459667,-73.78010553890296
1,Schodack Island State Park,42.49948562681823,-73.77543651896023,State / Provincial Park,42.4913780459667,-73.78010553890296
2,"Port Of Coeymans, Ny",42.4844856262207,-73.79083251953125,Harbor / Marina,42.4913780459667,-73.78010553890296
3,Coeymans Landing Marina,42.47494147612876,-73.78968226504035,Harbor / Marina,42.4913780459667,-73.78010553890296
4,Hudson River,42.50985891298433,-73.77481028795272,River,42.4913780459667,-73.78010553890296
5,Coeymans Landing Park & Boat Launch,42.4733200261112,-73.79371317260367,Farmer's Market,42.4913780459667,-73.78010553890296
0,KeyBank,42.47726708323128,-73.81964519619942,Bank,42.4916977880919,-73.81052086081765
1,Family Dollar,42.4736921816798,-73.81876448477028,Discount Store,42.4916977880919,-73.81052086081765
2,Appliance Technician Services Inc,42.495408,-73.820801,Other Repair,42.4916977880919,-73.81052086081765
3,Green Acres Sod Farm,42.47967773311813,-73.81906986236572,Construction,42.4916977880919,-73.81052086081765
4,Mid Way Cafe,42.50497510074036,-73.82075953600075,American,42.4916977880919,-73.81052086081765
5,"Port Of Coeymans, Ny",42.4844856262207,-73.79083251953125,Harbor / Marina,42.4916977880919,-73.81052086081765
6,The Village Pizzeria,42.473384850869145,-73.81861838660716,Pizza,42.4916977880919,-73.81052086081765
7,Szechuan Chinese Restaurant,42.471944,-73.811674,Chinese,42.4916977880919,-73.81052086081765
8,Coeymans Landing Park & Boat Launch,42.4733200261112,-73.79371317260367,Farmer's Market,42.4916977880919,-73.81052086081765
0,KeyBank,42.47726708323128,-73.81964519619942,Bank,42.49200946046063,-73.8409366716144
1,Appliance Technician Services Inc,42.495408,-73.820801,Other Repair,42.49200946046063,-73.8409366716144
2,Mid Way Cafe,42.50497510074036,-73.82075953600075,American,42.49200946046063,-73.8409366716144
0,Joralemon Park,42.47527296012692,-73.86646606130991,Park,42.49231306271502,-73.8713529588056
1,Sycamore Country Club,42.47361755371094,-73.87646484375,Golf Course,42.49231306271502,-73.8713529588056
2,Joralemon Park DGC,42.47302527840668,-73.86690249768638,Golf Course,42.49231306271502,-73.8713529588056
3,Sycamore Golf Course,42.47026724059226,-73.87734796820293,Golf Course,42.49231306271502,-73.8713529588056
0,United States Postal Service,42.4709452,-73.8943486,Post Office,42.492608594506464,-73.90176970990231
1,Albany NY Roofing Pros,42.4909523119287,-73.90720188617706,Home Services,42.492608594506464,-73.90176970990231
2,Frese's Catering Service,42.4951286315918,-73.9091796875,Food,42.492608594506464,-73.90176970990231
3,Beck Contracting,42.486529754442806,-73.91060829162598,Construction,42.492608594506464,-73.90176970990231
0,Frese's Catering Service,42.4951286315918,-73.9091796875,Food,42.49289605549563,-73.93218691241448
1,Beck Contracting,42.486529754442806,-73.91060829162598,Construction,42.49289605549563,-73.93218691241448
2,Albany NY Roofing Pros,42.4909523119287,-73.90720188617706,Home Services,42.49289605549563,-73.93218691241448
3,Alcove Reservoir,42.5027,-73.95849,Reservoir,42.49289605549563,-73.93218691241448
0,Alcove Reservoir,42.5027,-73.95849,Reservoir,42.49317544535243,-73.9626045538508
1,Silver Creek Deli & Pizza,42.49704754680066,-73.98192110242921,Food Truck,42.49317544535243,-73.9626045538508
2,Agway,42.49753952026367,-73.9902114868164,Outdoor Supplies,42.49317544535243,-73.9626045538508
3,Town Line Motorsport,42.49415629509146,-73.99120330810545,Motorcycle Shop,42.49317544535243,-73.9626045538508
0,Town Line Motorsport,42.49415629509146,-73.99120330810545,Motorcycle Shop,42.49344676375604,-73.99302262171888
1,Silver Creek Deli & Pizza,42.49704754680066,-73.98192110242921,Food Truck,42.49344676375604,-73.99302262171888
2,Bear Swamp Preserve,42.48554526959271,-74.02011152963728,Preserve,42.49344676375604,-73.99302262171888
0,Bear Swamp Preserve,42.48554526959271,-74.02011152963728,Preserve,42.493710010394885,-74.0234411035252
1,peony place,42.494528,-74.035798,Beach,42.493710010394885,-74.0234411035252
2,Westerlo Town Park,42.51057709842412,-74.0427017211914,Park,42.493710010394885,-74.0234411035252
0,peony place,42.494528,-74.035798,Beach,42.49396518496669,-74.05385998677517
1,Westerlo Town Park,42.51057709842412,-74.0427017211914,Park,42.49396518496669,-74.05385998677517
2,Albany Exteriors,42.51548767089844,-74.04662322998047,Home Services,42.49396518496669,-74.05385998677517
0,None,42.49445131674618,-74.11469890762254,None,42.49445131674618,-74.11469890762254
0,Kuhar Family Farm,42.51398086547852,-74.13964080810547,American,42.4946822733956,-74.14511892022567
1,The Huyck Preserve,42.515281677246094,-74.13996887207031,Preserve,42.4946822733956,-74.14511892022567
2,Rensselaer County Historical Society,42.515826,-74.138969,History Museum,42.4946822733956,-74.14511892022567
0,None,42.49511996688752,-74.20595998729806,None,42.49511996688752,-74.20595998729806
0,Broome Flea Market,42.48772471419412,-74.25574539781782,Flea Market,42.49532670322734,-74.23638101676745
1,Broome Animal Sanctuary And Farm,42.48198318481445,-74.25619506835938,Farm,42.49532670322734,-74.23638101676745
2,Wattles Inn,42.4801604814986,-74.25518950962937,B & B,42.49532670322734,-74.23638101676745
0,Creekside Flea Market,42.487769,-74.27241,Flea Market,42.495525365643374,-74.26680236019102
1,Broome Flea Market,42.48772471419412,-74.25574539781782,Flea Market,42.495525365643374,-74.26680236019102
